<a href="../../opendoc/openDocument.jsp?iDocID=klUIcZcACRyJMCYATwIAISg1r4Y&sIDType=CUID&sType=pdf&sWindow=Same" title="Link to B0149 Report Description" target="_self" nav="doc">B0149: Positions by Funding Source as of AUG 2022</a>

Execution Date: 8/2/22

Org Unit	Org Unit Desc	Position	Position Desc	Applcn of Fund	Fund	Funding Source	Cost Center	Valid From	Valid To	Fund %	Budgeted Amount	Salaried Amount	Difference Budget Amt & Salary Amt	 PT FTE Positions	 FT FTE Positions	Total FTE Positions
21023904	NCR NAT DPR SD Jordan Lake SRA	60095216	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095217	GUW*GN04	14800	461680001	Appropriated	4657100000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095218	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,727.00	0.00	7,727.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095219	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095220	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,727.00	0.00	7,727.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095221	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095222	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,727.00	0.00	7,727.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095223	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095224	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095225	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095226	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095227	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095228	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095229	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095230	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095231	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	0.00	7,197.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095232	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095233	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	4,152.00	29,120.00	-24,968.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095234	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095235	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095236	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	0.00	7,197.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095237	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095238	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095239	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095240	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095241	MusmTech1*GN05 (Park Tech/Fee Collector)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095242	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,727.00	41,600.00	-33,873.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095243	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	6,396.00	24,960.00	-18,564.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095244	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	24,960.00	-17,763.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095247	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095248	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095249	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095250	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095251	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	24,960.00	-22,598.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095252	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	24,960.00	-22,598.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095253	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	0.00	2,362.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095254	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	12,480.00	-10,118.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095255	GUW*GN03	14800	461680001	Appropriated	4657100000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095256	GUW*GN03	14800	461680001	Appropriated	4657100000	4/3/21	12/31/99	100.00	20,800.00	0.00	20,800.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095257	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	24,960.00	-22,598.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095258	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	24,960.00	-22,598.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095259	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,657.00	0.00	2,657.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095260	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,853.00	29,120.00	-26,267.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095261	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,853.00	29,120.00	-26,267.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095262	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	24,960.00	-22,598.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095263	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	24,960.00	-22,598.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095264	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095265	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	10,795.00	29,120.00	-18,325.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095266	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	4/3/21	12/31/99	100.00	20,800.00	0.00	20,800.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095267	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	3,198.00	24,960.00	-21,762.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60095268	AdminAssoc1*GN03	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	9,984.00	-7,622.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095269	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	2,362.00	0.00	2,362.00		0.400	0.400
21023904	NCR NAT DPR SD Jordan Lake SRA	60095839	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	7,197.00	29,120.00	-21,923.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60096100	AdminSpec1*GN06	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60096101	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60096102	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	60096103	GUW*GN04	14800	461680001	Appropriated	4657100000	7/1/15	12/31/99	100.00	5,000.00	0.00	5,000.00		1.000	1.000
21023904	NCR NAT DPR SD Jordan Lake SRA	65016280	Park Ranger II	14800	461680001	Appropriated	4653000000	7/1/22	12/31/99	100.00	43,231.00	43,231.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60032807	Park Ranger I	14800	461680001	Appropriated	4657200000	7/1/21	12/31/99	100.00	41,783.00	0.00	41,783.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60032820	Parks Superintendent I	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	50,689.00	50,689.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60032821	Park Ranger I	14800	461680001	Appropriated	4657200000	7/1/21	12/31/99	100.00	37,227.00	0.00	37,227.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60032924	Park Ranger II	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	52,153.00	52,153.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033072	Park Ranger II	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	42,239.00	42,239.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033073	Parks Superintendent IV	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	72,133.00	0.00	72,133.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033075	Park Ranger II	14800	461680001	Appropriated	4657200000	11/1/21	12/31/99	100.00	43,000.00	43,000.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033076	Park Ranger II	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	51,737.00	51,737.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033077	Park Ranger II	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	41,643.00	41,643.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033078	Park Ranger II	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	41,698.00	41,698.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033079	Park Ranger II	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	44,316.00	44,316.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033081	Administrative Specialist II	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	35,681.00	35,681.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033132	Park Ranger I	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	38,530.00	38,530.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60033147	Park Ranger II	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	50.00	26,515.00	26,515.00	0.00		0.500	0.500
21023905	NCR NAT DPR ND Kerr Lake SRA	60033147	Park Ranger II	14800	461680005	Receipts	4657200000	7/1/22	12/31/99	50.00	26,515.00	26,515.00	0.00		0.500	0.500
21023905	NCR NAT DPR ND Kerr Lake SRA	60033222	Administrative Associate II	14800	461680001	Appropriated	4657200000	7/1/22	12/31/99	100.00	34,776.00	34,776.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095279	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	2,362.00	0.00	2,362.00		0.400	0.400
21023905	NCR NAT DPR ND Kerr Lake SRA	60095280	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,197.00	0.00	7,197.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095281	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	9,965.00	0.00	9,965.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095282	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,197.00	0.00	7,197.00		0.400	0.400
21023905	NCR NAT DPR ND Kerr Lake SRA	60095283	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,197.00	0.00	7,197.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095284	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095285	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095286	GUW*GN03	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095287	MusmTech1*GN05	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	18,720.00	29,120.00	-10,400.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095288	GUW*GUW03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095289	GUW*GN03	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095290	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095291	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	2/19/22	12/31/99	100.00	29,120.00	29,120.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095292	GUW*GN03	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095293	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095294	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095295	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095296	AdminAssoc1*GN03	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095297	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095298	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095299	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	0.00	3,690.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095300	GUW*GN04	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	0.00	16,640.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095301	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	0.00	3,690.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095302	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095303	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095304	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095305	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	0.00	16,640.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095306	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	0.00	3,690.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095307	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095308	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	2/19/22	12/31/99	100.00	29,120.00	29,120.00	0.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095309	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	0.00	3,690.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095310	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	0.00	3,690.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095311	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095312	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095313	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095314	AdminSpec1*GN06	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	18,720.00	0.00	18,720.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095315	MusmTech1*GN05	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	7,727.00	29,120.00	-21,393.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095316	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	6,396.00	29,120.00	-22,724.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095317	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	4,152.00	0.00	4,152.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095318	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095319	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095320	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,690.00	29,120.00	-25,430.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095321	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	4,152.00	29,120.00	-24,968.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095322	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	4,152.00	29,120.00	-24,968.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095323	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		0.400	0.400
21023905	NCR NAT DPR ND Kerr Lake SRA	60095324	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	2,362.00	29,120.00	-26,758.00		0.400	0.400
21023905	NCR NAT DPR ND Kerr Lake SRA	60095325	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		0.400	0.400
21023905	NCR NAT DPR ND Kerr Lake SRA	60095326	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	2,362.00	29,120.00	-26,758.00		0.400	0.400
21023905	NCR NAT DPR ND Kerr Lake SRA	60095327	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	2,362.00	0.00	2,362.00		0.400	0.400
21023905	NCR NAT DPR ND Kerr Lake SRA	60095328	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		0.400	0.400
21023905	NCR NAT DPR ND Kerr Lake SRA	60095329	GUW*GN03 (Reservoir)	14800	461680001	Appropriated	4657200000	4/7/18	12/31/99	100.00	16,640.00	29,120.00	-12,480.00		0.400	0.400
21023905	NCR NAT DPR ND Kerr Lake SRA	60095330	AdminAssoc1*GN03	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,936.00	0.00	3,936.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095331	AdminAssoc1*GN03	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	1,574.00	0.00	1,574.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095332	GUW*GN03 Park Attendant	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,936.00	24,960.00	-21,024.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095333	AdminAssoc1*GN03	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,936.00	0.00	3,936.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095334	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,936.00	0.00	3,936.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095335	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,936.00	0.00	3,936.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095336	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,936.00	0.00	3,936.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095337	AdminAssoc1*GN03	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,936.00	24,960.00	-21,024.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095338	GUW*GN04	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,149.00	0.00	3,149.00		1.000	1.000
21023905	NCR NAT DPR ND Kerr Lake SRA	60095339	AdminAssoc1*GN03	14800	461680001	Appropriated	4657200000	7/1/15	12/31/99	100.00	3,149.00	0.00	3,149.00		1.000	1.000
